Date,Order ID,Product,Category,Sales,Cost,Discount,Quantity,Region,Profit
2024-04-22,a4412,Laptop,Furniture,843.1,441.42,0,1,East,401.68
2024-04-23,269cb,Desk,Electronics,1606.42,966.75,10,2,West,639.67
2024-04-24,5032d,Mouse,Electronics,400.94,294.2,20,6,North,106.74
2024-04-25,e9092,Chair,Furniture,1173.45,940.24,10,6,West,233.21
2024-04-26,7e35c,Monitor,Furniture,1142.23,935.89,0,7,South,206.34
2024-04-27,3c9db,Mouse,Electronics,377.47,295.12,15,5,South,82.35
2024-04-28,82adb,Chair,Furniture,683.23,443.71,15,8,West,239.52
2024-04-29,3573c,Headphones,Electronics,1866.43,1503.18,5,10,North,363.25
2024-04-30,3297b,Keyboard,Accessories,1809.58,1181.92,5,5,North,627.66
2024-05-01,392c6,Monitor,Accessories,234.25,190.35,10,10,East,43.9
2024-05-02,6c927,Mouse,Furniture,690.27,595.3,15,2,South,94.97
2024-05-03,92754,Chair,Accessories,1921.74,1567.86,10,8,West,353.88
2024-05-04,5da77,Monitor,Accessories,1194.88,766.25,15,10,West,428.63
2024-05-05,805df,Mouse,Furniture,1668.33,1238.18,5,1,West,430.15
2024-05-06,c3480,Tablet,Clothing,462.43,273.0,15,4,West,189.43
2024-05-07,2070d,Desk,Electronics,867.56,557.59,0,10,South,309.97
2024-05-08,8ee79,Tablet,Furniture,988.12,514.64,0,7,South,473.48
2024-05-09,a6834,Mouse,Clothing,547.51,327.84,5,9,West,219.67
2024-05-10,df72a,Laptop,Clothing,1798.56,1443.25,20,3,South,355.31
2024-05-11,b803e,Tablet,Clothing,827.43,492.64,20,3,West,334.79
2024-05-12,a9099,Monitor,Clothing,1569.94,955.88,10,1,West,614.06
2024-05-13,f3cf9,Tablet,Accessories,419.13,369.16,15,2,West,49.97
2024-05-14,dc609,Keyboard,Furniture,1313.29,824.65,0,4,North,488.64
2024-05-15,dfebf,Printer,Clothing,1067.02,588.49,10,6,West,478.53
2024-05-16,72f53,Headphones,Furniture,1591.82,1291.9,20,7,East,299.92
2024-05-17,eaecd,Chair,Clothing,630.78,377.97,20,3,North,252.81
2024-05-18,b7efc,Printer,Furniture,1487.07,1231.35,0,3,North,255.72
2024-05-19,4c5d1,Headphones,Clothing,1180.95,731.44,20,3,South,449.51
2024-05-20,8b72c,Mouse,Furniture,763.05,447.17,15,10,East,315.88
2024-05-21,6f09c,Printer,Accessories,203.68,104.42,5,6,South,99.26
2024-05-22,f2b3e,Headphones,Electronics,905.16,754.63,5,7,West,150.53
2024-05-23,aab8c,Desk,Electronics,1318.6,771.47,15,8,South,547.13
2024-05-24,40e29,Smartphone,Furniture,450.11,333.88,5,7,East,116.23
2024-05-25,bb818,Headphones,Furniture,732.52,562.3,5,1,West,170.22
2024-05-26,72263,Mouse,Furniture,1039.06,589.89,10,5,West,449.17
2024-05-27,718b6,Keyboard,Accessories,1891.71,1045.11,15,4,East,846.6
2024-05-28,a2fdb,Monitor,Electronics,1040.6,610.91,20,3,West,429.69
2024-05-29,59e33,Tablet,Clothing,621.25,431.51,20,10,West,189.74
2024-05-30,3f2a4,Keyboard,Furniture,75.69,43.19,0,1,South,32.5
2024-05-31,8983f,Keyboard,Clothing,1274.24,818.1,5,2,North,456.14
2024-06-01,5acb4,Mouse,Furniture,294.22,160.71,0,7,East,133.51
2024-06-02,c210f,Printer,Furniture,237.05,122.31,5,1,North,114.74
2024-06-03,80700,Laptop,Accessories,672.15,554.91,5,3,North,117.24
2024-06-04,8fb06,Tablet,Accessories,1292.21,812.15,5,2,South,480.06
2024-06-05,ce423,Desk,Furniture,906.69,477.82,20,1,West,428.87
2024-06-06,662bd,Printer,Clothing,1072.97,735.53,5,10,North,337.44
2024-06-07,d9b0c,Laptop,Clothing,318.84,233.51,10,8,West,85.33
2024-06-08,909df,Chair,Furniture,785.15,458.92,20,8,West,326.23
2024-06-09,56b79,Tablet,Furniture,212.87,127.77,10,2,East,85.1
2024-06-10,42216,Desk,Furniture,1036.75,922.64,15,1,East,114.11
2024-06-11,52c68,Printer,Clothing,162.35,91.67,10,6,North,70.68
2024-06-12,b3e6b,Printer,Furniture,304.01,169.23,20,10,West,134.78
2024-06-13,d038e,Smartphone,Accessories,849.95,706.56,15,10,East,143.39
2024-06-14,8ea51,Printer,Accessories,1281.92,778.35,15,10,East,503.57
2024-06-15,b1d85,Keyboard,Electronics,635.36,371.38,20,10,South,263.98
2024-06-16,b656d,Keyboard,Furniture,528.44,295.07,15,9,South,233.37
2024-06-17,5fc1e,Smartphone,Electronics,917.21,539.06,20,2,South,378.15
2024-06-18,2b238,Keyboard,Clothing,1921.38,1529.11,10,10,West,392.27
2024-06-19,77e5f,Laptop,Electronics,1580.7,982.77,15,2,West,597.93
2024-06-20,c42e3,Keyboard,Accessories,1320.15,822.63,5,4,West,497.52
2024-06-21,cf4be,Printer,Clothing,130.72,114.11,15,2,West,16.61
2024-06-22,5ba5c,Tablet,Clothing,1028.59,599.98,15,3,East,428.61
2024-06-23,742b9,Mouse,Accessories,1094.25,719.61,10,9,South,374.64
2024-06-24,74767,Mouse,Accessories,1006.57,748.17,20,9,North,258.4
2024-06-25,2a09c,Keyboard,Accessories,1066.74,671.12,20,2,South,395.62
2024-06-26,eb7b5,Keyboard,Accessories,807.89,708.07,20,2,East,99.82
2024-06-27,1c4b2,Monitor,Clothing,1597.88,886.9,15,8,North,710.98
2024-06-28,a1767,Chair,Clothing,1989.63,1255.79,20,8,East,733.84
2024-06-29,2f424,Tablet,Clothing,1578.96,1222.5,5,1,West,356.46
2024-06-30,2c98e,Monitor,Electronics,1702.68,1221.85,15,4,East,480.83
2024-07-01,2ce4d,Printer,Accessories,1579.55,1324.03,15,5,North,255.52
2024-07-02,6584e,Monitor,Electronics,908.87,635.5,20,7,East,273.37
2024-07-03,c701d,Printer,Electronics,204.6,120.4,15,1,West,84.2
2024-07-04,1c824,Laptop,Clothing,1372.1,806.72,0,3,North,565.38
2024-07-05,508a2,Printer,Clothing,234.19,180.47,20,3,East,53.72
2024-07-06,e58b3,Smartphone,Electronics,920.53,611.89,0,2,South,308.64
2024-07-07,5c016,Keyboard,Clothing,1705.31,1271.65,10,9,South,433.66
2024-07-08,e94f1,Printer,Furniture,621.83,320.34,15,8,South,301.49
2024-07-09,a4d52,Smartphone,Clothing,645.62,338.55,5,9,South,307.07
2024-07-10,a0a90,Monitor,Clothing,846.75,592.27,20,6,North,254.48
2024-07-11,7379c,Keyboard,Furniture,1774.61,1349.91,10,9,West,424.7
2024-07-12,4d245,Desk,Accessories,1806.94,1118.85,0,3,East,688.09
2024-07-13,c195a,Smartphone,Furniture,1836.32,1622.29,20,10,East,214.03
2024-07-14,18886,Chair,Clothing,1188.27,695.85,0,10,South,492.42
2024-07-15,22248,Tablet,Accessories,610.47,375.6,5,6,East,234.87
2024-07-16,3661e,Monitor,Clothing,993.03,600.54,0,9,West,392.49
2024-07-17,374ef,Printer,Furniture,1783.11,1564.42,0,8,North,218.69
2024-07-18,74fa8,Smartphone,Furniture,1502.2,1050.58,10,5,South,451.62
2023-07-20,63f5a,Mouse,Clothing,1334.85,863.17,5,9,West,471.68
2023-07-21,bc156,Keyboard,Furniture,1734.68,1320.24,20,2,East,414.44
2023-07-22,617e1,Laptop,Accessories,140.9,100.09,5,3,North,40.81
2023-07-23,afaca,Smartphone,Clothing,1228.52,798.65,5,2,South,429.87
2023-07-24,570a8,Tablet,Electronics,1632.8,982.56,5,3,West,650.24
2023-07-25,c98c6,Tablet,Accessories,1082.5,768.58,15,3,West,313.92
2023-07-26,b3e74,Smartphone,Clothing,462.83,302.08,20,9,South,160.75
2023-07-27,b1604,Mouse,Electronics,275.86,180.23,15,3,West,95.63
2023-07-28,43cfd,Chair,Furniture,1249.71,1033.04,0,9,South,216.67
2023-07-29,29871,Monitor,Electronics,1362.88,996.98,15,1,East,365.9
2023-07-30,2e044,Mouse,Electronics,628.95,466.67,20,2,South,162.28
2023-07-31,63838,Tablet,Electronics,562.71,397.49,0,3,West,165.22
2023-08-01,d8a32,Chair,Accessories,1902.67,1433.58,15,6,West,469.09
2023-08-02,54bee,Laptop,Accessories,771.77,482.65,15,8,West,289.12
2023-08-03,31165,Laptop,Clothing,1048.17,737.65,15,4,West,310.52
2023-08-04,50e10,Keyboard,Furniture,1657.7,1454.76,15,5,East,202.94
2023-08-05,d486b,Desk,Electronics,458.17,370.15,0,8,West,88.02
2023-08-06,703aa,Headphones,Electronics,1371.14,1036.32,10,1,East,334.82
2023-08-07,8b312,Desk,Furniture,743.2,490.13,10,4,South,253.07
2023-08-08,bd70e,Laptop,Accessories,765.28,646.16,0,10,West,119.12
2023-08-09,5cf4e,Mouse,Clothing,973.64,493.78,10,1,South,479.86
2023-08-10,95a33,Smartphone,Furniture,450.25,369.9,15,6,West,80.35
2023-08-11,459eb,Smartphone,Clothing,1981.97,1480.1,0,10,North,501.87
2023-08-12,524a4,Smartphone,Accessories,1344.61,1195.43,15,5,North,149.18
2023-08-13,cf97c,Printer,Clothing,1147.4,630.11,0,1,East,517.29
2023-08-14,2984c,Monitor,Electronics,1105.57,752.62,10,5,North,352.95
2023-08-15,9a536,Desk,Electronics,379.93,318.09,15,8,North,61.84
2023-08-16,d988a,Chair,Accessories,1840.72,1038.1,15,2,South,802.62
2023-08-17,42ac1,Keyboard,Furniture,1206.27,879.87,0,1,North,326.4
2023-08-18,b67ec,Headphones,Furniture,1426.91,1041.31,5,5,West,385.6
2023-08-19,811a7,Keyboard,Clothing,1630.18,1413.54,5,3,South,216.64
2023-08-20,a0b2f,Desk,Furniture,1038.84,581.32,15,1,South,457.52
2023-08-21,d90ec,Chair,Furniture,678.69,537.83,0,3,South,140.86
2023-08-22,82eaa,Keyboard,Furniture,796.9,572.66,10,7,East,224.24
2023-08-23,e781d,Laptop,Furniture,676.04,372.64,10,10,West,303.4
2023-08-24,c0669,Printer,Accessories,211.51,181.64,10,1,East,29.87
2023-08-25,4eb77,Headphones,Clothing,1618.81,1088.87,5,8,North,529.94
2023-08-26,589db,Smartphone,Clothing,1338.1,739.86,10,6,South,598.24
2023-08-27,a106c,Keyboard,Clothing,906.3,608.1,0,4,West,298.2
2023-08-28,be4d9,Headphones,Electronics,1636.5,959.49,0,8,West,677.01
2023-08-29,505a6,Headphones,Furniture,1412.78,814.72,20,5,East,598.06
2023-08-30,5fb3d,Desk,Clothing,975.75,635.1,5,5,West,340.65
2023-08-31,2f5ba,Desk,Accessories,1134.88,844.6,0,5,South,290.28
2023-09-01,71177,Headphones,Electronics,918.12,614.26,5,2,West,303.86
2023-09-02,e469d,Headphones,Accessories,693.76,509.59,15,8,East,184.17
2023-09-03,d6469,Desk,Electronics,209.06,133.79,15,2,South,75.27
2023-09-04,e6961,Desk,Furniture,1723.29,1385.84,15,9,North,337.45
2023-09-05,9be24,Chair,Clothing,695.4,486.43,20,6,South,208.97
2023-09-06,39f0a,Mouse,Furniture,1229.17,716.85,5,10,North,512.32
2023-09-07,1fc1a,Chair,Furniture,379.96,297.44,15,1,West,82.52
2023-09-08,aed85,Mouse,Accessories,109.97,84.74,15,10,North,25.23
2023-09-09,96c7b,Mouse,Clothing,687.77,480.64,20,4,East,207.13
2023-09-10,89c50,Keyboard,Electronics,752.9,660.34,20,4,South,92.56
2023-09-11,3d676,Keyboard,Electronics,340.59,298.4,15,3,North,42.19
2023-09-12,d415a,Printer,Electronics,675.91,349.08,20,10,East,326.83
2023-09-13,40d30,Monitor,Furniture,859.34,707.58,10,6,South,151.76
2023-09-14,4a130,Tablet,Clothing,1115.05,577.9,10,10,West,537.15
2023-09-15,9506f,Laptop,Furniture,92.21,71.26,15,1,North,20.95
2023-09-16,6445e,Laptop,Clothing,138.88,104.19,10,2,West,34.69
2023-09-17,ee412,Printer,Clothing,1928.52,995.15,20,9,South,933.37
2023-09-18,9b0c6,Keyboard,Furniture,680.54,407.28,15,9,South,273.26
2023-09-19,bdf7e,Smartphone,Furniture,116.88,77.73,20,10,West,39.15
2023-09-20,da244,Headphones,Furniture,1154.62,721.52,10,2,North,433.1
2023-09-21,adade,Laptop,Furniture,700.9,438.05,15,5,North,262.85
2023-09-22,d3e6f,Tablet,Clothing,1331.02,701.55,5,7,East,629.47
2023-09-23,5f1b9,Smartphone,Accessories,1492.43,1337.63,15,5,West,154.8
2023-09-24,b9a2f,Headphones,Furniture,328.64,188.12,15,9,South,140.52
2023-09-25,4c3db,Keyboard,Electronics,1592.59,930.71,5,3,East,661.88
2023-09-26,3fdcb,Mouse,Clothing,720.67,587.85,15,6,North,132.82
2023-09-27,7fc3a,Monitor,Clothing,436.89,342.71,10,5,North,94.18
2023-09-28,37fe6,Keyboard,Electronics,1236.55,1090.83,10,8,North,145.72
2023-09-29,36235,Printer,Electronics,1512.67,796.65,20,8,West,716.02
2023-09-30,f1533,Headphones,Clothing,1854.63,1430.07,10,8,West,424.56
2023-10-01,80ab9,Monitor,Furniture,1786.15,1415.23,15,6,East,370.92
2023-10-02,bc49d,Mouse,Electronics,571.66,422.45,0,5,South,149.21
2023-10-03,e074a,Headphones,Furniture,135.23,75.97,20,8,West,59.26
2023-10-04,9bb61,Headphones,Electronics,405.67,293.29,15,5,East,112.38
2023-10-05,f00c2,Headphones,Accessories,1526.45,987.31,0,3,East,539.14
2023-10-06,c32a1,Tablet,Clothing,779.77,675.96,5,9,East,103.81
2023-10-07,51b13,Mouse,Accessories,219.54,184.54,0,7,East,35.0
2023-10-08,527b1,Chair,Electronics,464.51,405.49,5,9,East,59.02
2023-10-09,5d75d,Chair,Furniture,596.72,475.13,0,9,South,121.59
2023-10-10,2e9c1,Desk,Accessories,1463.53,798.29,5,4,South,665.24
2023-10-11,68e4e,Printer,Electronics,1694.39,1272.77,15,6,West,421.62
2023-10-12,c0526,Headphones,Accessories,220.75,190.27,10,8,South,30.48
2023-10-13,8eeea,Headphones,Clothing,786.06,521.21,20,7,North,264.85
2023-10-14,2bfb6,Printer,Clothing,1325.66,939.02,0,3,West,386.64
2023-10-15,d1f3f,Mouse,Accessories,1488.69,953.64,10,10,South,535.05
2023-10-16,4d57b,Chair,Furniture,1587.91,1047.52,20,1,North,540.39
2023-10-17,cfdbf,Tablet,Furniture,515.75,429.53,5,8,South,86.22
2023-10-18,7c087,Mouse,Electronics,1536.81,1246.69,20,10,East,290.12
2023-10-19,54798,Headphones,Electronics,1628.86,1051.85,5,10,South,577.01
2023-10-20,6a521,Laptop,Furniture,259.66,160.94,15,10,East,98.72
2023-10-21,6d254,Printer,Furniture,1705.07,1221.75,20,1,East,483.32
2023-10-22,caacc,Monitor,Clothing,726.96,476.73,5,5,East,250.23
2023-10-23,ed3d9,Smartphone,Accessories,765.95,386.53,0,6,East,379.42
2023-10-24,ab1dd,Headphones,Furniture,1350.73,1010.63,0,7,South,340.1
2023-10-25,bacaa,Monitor,Electronics,1902.18,951.82,0,4,North,950.36
2023-10-26,e512c,Desk,Furniture,1652.5,1369.22,10,3,North,283.28
2023-10-27,69132,Keyboard,Electronics,790.84,425.27,10,1,West,365.57
2023-10-28,99646,Smartphone,Furniture,69.51,54.84,5,9,West,14.67
2023-10-29,3263b,Smartphone,Clothing,304.73,231.33,5,7,West,73.4
2023-10-30,39033,Desk,Clothing,522.66,392.58,10,3,North,130.08
2023-10-31,2db2f,Headphones,Electronics,50.78,31.7,15,2,East,19.08
2023-11-01,262f5,Desk,Furniture,1302.42,1167.03,15,5,South,135.39
2023-11-02,1ac3b,Mouse,Electronics,700.86,377.39,5,8,North,323.47
2023-11-03,9d40b,Monitor,Electronics,1948.84,1631.78,5,2,East,317.06
2023-11-04,2f3a1,Tablet,Accessories,1876.29,1150.17,0,9,East,726.12
2023-11-05,e4e19,Printer,Electronics,407.21,289.97,5,5,East,117.24
2023-11-06,e2ef5,Smartphone,Accessories,552.65,306.79,0,5,East,245.86
2023-11-07,5b078,Headphones,Electronics,916.25,806.0,15,10,West,110.25
2023-11-08,513f1,Printer,Furniture,392.24,307.28,5,2,South,84.96
2023-11-09,8c86b,Monitor,Electronics,802.28,530.16,10,5,North,272.12
2023-11-10,a24c8,Chair,Clothing,1731.59,937.38,0,6,West,794.21
2023-11-11,8f979,Chair,Accessories,1557.78,893.8,15,3,North,663.98
2023-11-12,ea39c,Headphones,Furniture,286.09,235.24,20,7,West,50.85
2023-11-13,becf4,Smartphone,Clothing,86.24,58.32,20,8,East,27.92
2023-11-14,23649,Smartphone,Accessories,188.98,128.29,20,4,West,60.69
2023-11-15,7aa4c,Printer,Accessories,1945.01,1717.91,5,4,East,227.1
2023-11-16,42343,Headphones,Accessories,112.73,61.83,0,10,East,50.9
2023-11-17,ef7b6,Headphones,Furniture,400.14,327.86,15,6,North,72.28
2023-11-18,3c597,Tablet,Furniture,368.95,208.46,10,9,South,160.49
2023-11-19,53ab1,Printer,Clothing,1296.06,874.55,20,5,West,421.51
2023-11-20,d5502,Keyboard,Clothing,1489.76,927.38,0,2,East,562.38
2023-11-21,f1d3e,Keyboard,Accessories,1175.04,939.4,5,8,North,235.64
2023-11-22,4f4b7,Printer,Electronics,1856.09,1530.05,15,2,South,326.04
2023-11-23,d42ca,Chair,Clothing,1221.48,1072.79,15,10,North,148.69
2023-11-24,56589,Monitor,Accessories,1611.04,852.67,0,4,East,758.37
2023-11-25,89ee9,Smartphone,Accessories,704.85,475.34,15,4,East,229.51
2023-11-26,8b1fb,Headphones,Electronics,833.21,512.81,10,1,East,320.4
2023-11-27,90966,Mouse,Clothing,451.49,318.45,10,3,North,133.04
2023-11-28,3d089,Keyboard,Electronics,499.45,378.11,10,10,West,121.34
2023-11-29,8d133,Laptop,Electronics,341.32,184.84,10,1,North,156.48
2023-11-30,771f6,Desk,Furniture,582.38,488.59,20,7,South,93.79
2023-12-01,bda51,Keyboard,Clothing,544.31,396.74,20,10,East,147.57
2023-12-02,a47aa,Headphones,Clothing,1980.63,1531.81,10,6,South,448.82
2023-12-03,a690c,Chair,Clothing,606.54,317.44,15,7,South,289.1
2023-12-04,95456,Laptop,Electronics,1160.11,581.98,10,2,North,578.13
2023-12-05,1f538,Monitor,Accessories,1437.1,959.63,20,1,West,477.47
2023-12-06,aa08f,Headphones,Furniture,1680.56,1032.72,20,4,North,647.84
2023-12-07,4a6e1,Tablet,Furniture,1044.25,918.75,10,5,East,125.5
2023-12-08,76417,Monitor,Accessories,1588.69,1137.99,0,7,North,450.7
2023-12-09,ce2ab,Tablet,Electronics,1171.06,916.16,0,8,East,254.9
2023-12-10,24c9c,Monitor,Furniture,275.99,153.48,5,1,East,122.51
2023-12-11,5237d,Tablet,Furniture,845.75,521.22,15,6,North,324.53
2023-12-12,5f311,Desk,Furniture,1807.24,1575.24,0,3,West,232.0
2023-12-13,66b21,Printer,Furniture,1774.49,1149.38,20,3,West,625.11
2023-12-14,d37b7,Tablet,Accessories,1183.24,742.02,20,10,North,441.22
2023-12-15,a83e5,Tablet,Furniture,1438.82,1145.55,5,7,East,293.27
2023-12-16,a156e,Mouse,Electronics,385.12,264.06,0,2,West,121.06
2023-12-17,3f46f,Desk,Electronics,826.77,496.93,5,4,North,329.84
2023-12-18,9295a,Printer,Accessories,1759.12,1033.66,10,7,West,725.46
2023-12-19,8f0c4,Chair,Clothing,1362.24,866.45,0,8,East,495.79
2023-12-20,9da6f,Chair,Electronics,1761.46,1214.39,0,5,East,547.07
2023-12-21,ba5b3,Mouse,Electronics,1374.52,755.01,5,7,West,619.51
2023-12-22,d2839,Printer,Furniture,464.29,245.02,0,4,South,219.27
2023-12-23,7f721,Printer,Clothing,859.27,715.46,15,8,North,143.81
2023-12-24,bc6ce,Mouse,Furniture,494.8,377.36,20,8,West,117.44
2023-12-25,93bc4,Laptop,Electronics,1478.95,1321.8,5,1,South,157.15
2023-12-26,dedfd,Monitor,Accessories,182.82,134.61,15,6,North,48.21
2023-12-27,e1d44,Keyboard,Clothing,740.59,393.33,20,6,West,347.26
2023-12-28,3c760,Printer,Accessories,413.61,309.73,10,1,West,103.88
2023-12-29,2989a,Tablet,Accessories,861.24,657.92,20,7,West,203.32
2023-12-30,1c587,Monitor,Furniture,881.79,587.74,15,8,East,294.05
2023-12-31,d7208,Headphones,Accessories,795.65,559.0,10,3,North,236.65
2024-01-01,711dd,Headphones,Electronics,609.77,316.11,5,3,West,293.66
2024-01-02,c0db4,Tablet,Accessories,1194.82,1051.15,10,8,East,143.67
2024-01-03,f39a4,Mouse,Furniture,1642.78,897.6,0,4,East,745.18
2024-01-04,9fc54,Mouse,Electronics,272.77,199.76,10,5,South,73.01
2024-01-05,db09a,Desk,Clothing,586.26,452.18,20,7,North,134.08
2024-01-06,653a0,Laptop,Accessories,173.9,139.74,15,5,East,34.16
2024-01-07,8bd12,Keyboard,Clothing,1621.91,1193.83,5,6,South,428.08
2024-01-08,80eed,Desk,Clothing,1436.82,1146.49,5,7,South,290.33
2024-01-09,64d60,Smartphone,Furniture,554.73,362.24,15,3,North,192.49
2024-01-10,d74b2,Keyboard,Clothing,508.08,344.97,5,8,North,163.11
2024-01-11,cf10d,Laptop,Clothing,815.9,565.58,0,5,North,250.32
2024-01-12,cee49,Monitor,Furniture,1670.26,1165.95,10,6,East,504.31
2024-01-13,be4b3,Keyboard,Furniture,1857.15,1668.47,5,1,West,188.68
2024-01-14,756f6,Chair,Accessories,719.24,643.59,0,10,South,75.65
2024-01-15,36e40,Desk,Accessories,407.11,310.94,10,8,South,96.17
2024-01-16,e568a,Laptop,Clothing,681.37,430.43,20,10,West,250.94
2024-01-17,4d951,Tablet,Furniture,987.35,862.61,15,3,West,124.74
2024-01-18,59926,Monitor,Electronics,934.65,686.53,10,1,West,248.12
2024-01-19,4dafc,Keyboard,Furniture,581.93,488.65,10,8,West,93.28
2024-01-20,decca,Chair,Electronics,532.7,357.12,20,7,North,175.58
2024-01-21,52bf2,Desk,Clothing,1833.07,1490.98,5,10,West,342.09
2024-01-22,23d6e,Smartphone,Accessories,1058.83,546.73,5,8,North,512.1
2024-01-23,1e75a,Mouse,Electronics,530.5,298.09,15,8,South,232.41
2024-01-24,27178,Keyboard,Accessories,1956.52,1533.34,5,7,West,423.18
2024-01-25,8fc07,Smartphone,Electronics,1939.77,1203.97,20,1,East,735.8
2024-01-26,d1f3b,Keyboard,Clothing,636.79,528.89,10,8,North,107.9
2024-01-27,bbe4f,Mouse,Accessories,74.05,60.81,20,10,East,13.24
2024-01-28,5399a,Headphones,Clothing,1709.06,1434.53,10,6,South,274.53
2024-01-29,bc6da,Keyboard,Furniture,764.82,461.39,20,10,South,303.43
2024-01-30,a9af7,Keyboard,Clothing,137.91,90.72,10,3,East,47.19
2024-01-31,20523,Desk,Furniture,926.76,523.03,0,6,East,403.73
2024-02-01,83a7d,Mouse,Accessories,589.8,350.51,15,10,South,239.29
2024-02-02,9ba8c,Tablet,Furniture,587.18,366.17,0,3,West,221.01
2024-02-03,b36d4,Chair,Clothing,1074.63,607.47,15,6,East,467.16
2024-02-04,313fa,Laptop,Clothing,929.15,609.03,10,9,West,320.12
2024-02-05,71bbf,Desk,Clothing,1756.46,1071.53,10,2,South,684.93
2024-02-06,c2488,Chair,Clothing,1665.62,1353.92,15,7,North,311.7
2024-02-07,2170f,Keyboard,Furniture,1349.94,952.63,0,2,East,397.31
2024-02-08,24ce9,Keyboard,Clothing,471.08,320.23,0,1,West,150.85
2024-02-09,29a61,Headphones,Furniture,1957.44,1353.07,0,2,East,604.37
2024-02-10,cfca7,Desk,Clothing,659.66,522.49,5,8,West,137.17
2024-02-11,6d221,Headphones,Clothing,969.15,648.21,10,1,East,320.94
2024-02-12,9fa74,Desk,Electronics,1386.84,739.76,5,10,South,647.08
2024-02-13,6430e,Desk,Accessories,889.44,579.1,15,6,South,310.34
2024-02-14,4c734,Monitor,Furniture,461.67,308.81,15,1,East,152.86
2024-02-15,a8c48,Monitor,Electronics,1450.8,1147.87,10,9,West,302.93
2024-02-16,94c30,Desk,Furniture,1556.24,1112.34,20,5,West,443.9
2024-02-17,76498,Printer,Accessories,1758.45,1481.07,15,7,West,277.38
2024-02-18,c48c8,Headphones,Furniture,1720.49,1493.69,15,7,North,226.8
2024-02-19,41a41,Printer,Furniture,989.0,634.62,5,1,North,354.38
2024-02-20,ac665,Printer,Accessories,92.79,51.65,10,4,North,41.14
2024-02-21,6a674,Keyboard,Electronics,1950.56,1070.11,15,5,North,880.45
2024-02-22,1c68f,Printer,Furniture,148.54,83.39,0,10,East,65.15
2024-02-23,644d7,Keyboard,Accessories,1430.39,1237.81,10,4,West,192.58
2024-02-24,6e88d,Keyboard,Accessories,509.17,303.76,0,5,West,205.41
2024-02-25,a9c7e,Keyboard,Furniture,802.86,685.06,10,9,South,117.8
2024-02-26,df36a,Keyboard,Accessories,725.85,406.76,10,3,West,319.09
2024-02-27,baf43,Monitor,Furniture,1503.58,1016.17,5,1,South,487.41
2024-02-28,40111,Chair,Clothing,1021.95,529.45,20,5,North,492.5
2024-02-29,b6ad9,Tablet,Furniture,1137.35,999.25,5,6,South,138.1
2024-03-01,53ba7,Tablet,Furniture,430.5,338.05,0,10,West,92.45
2024-03-02,dc893,Headphones,Electronics,1986.0,1714.61,20,4,East,271.39
2024-03-03,e66be,Chair,Electronics,1515.67,1110.52,5,6,North,405.15
2024-03-04,1d770,Keyboard,Electronics,350.0,183.76,20,1,West,166.24
2024-03-05,2a9bb,Mouse,Clothing,856.91,560.75,0,10,South,296.16
2024-03-06,67708,Headphones,Clothing,1406.89,1055.69,15,7,South,351.2
2024-03-07,9348a,Headphones,Accessories,997.31,500.24,5,7,East,497.07
2024-03-08,7342e,Keyboard,Accessories,1916.78,1703.58,20,10,West,213.2
2024-03-09,d077e,Headphones,Accessories,785.22,602.18,10,10,East,183.04
2024-03-10,b24c9,Desk,Clothing,824.34,433.44,10,6,East,390.9
2024-03-11,bc7c2,Chair,Furniture,1803.71,1228.89,0,9,West,574.82
2024-03-12,4678f,Laptop,Electronics,953.48,738.99,10,5,East,214.49
2024-03-13,56879,Headphones,Furniture,321.4,220.33,20,10,South,101.07
2024-03-14,bc4c2,Laptop,Furniture,887.33,525.25,15,10,East,362.08
2024-03-15,ed91a,Keyboard,Clothing,1385.58,1230.56,15,4,West,155.02
2024-03-16,a7682,Desk,Accessories,1360.51,770.01,20,5,West,590.5
2024-03-17,3c7f7,Monitor,Accessories,1648.41,1363.68,15,4,North,284.73
2024-03-18,99397,Keyboard,Furniture,1096.44,980.75,10,2,East,115.69
2024-03-19,1face,Desk,Clothing,736.36,443.94,15,1,South,292.42
2024-03-20,bc327,Keyboard,Furniture,1720.81,1415.12,0,8,East,305.69
2024-03-21,39f0f,Tablet,Furniture,1248.02,1068.87,20,1,North,179.15
2024-03-22,7c8a8,Tablet,Furniture,1317.08,718.95,20,1,South,598.13
2024-03-23,5ba49,Laptop,Furniture,301.39,226.21,5,6,North,75.18
2024-03-24,34275,Monitor,Furniture,87.73,73.73,10,10,East,14.0
2024-03-25,e4d7d,Mouse,Accessories,836.53,529.17,20,6,South,307.36
2024-03-26,d77f8,Laptop,Accessories,1181.02,640.0,15,2,South,541.02
2024-03-27,604bc,Keyboard,Accessories,1904.94,1309.89,5,8,South,595.05
2024-03-28,c100e,Headphones,Clothing,861.05,739.02,0,10,East,122.03
2024-03-29,33b9e,Monitor,Accessories,58.68,51.25,20,7,North,7.43
2024-03-30,25b29,Keyboard,Clothing,1263.76,1082.81,5,9,East,180.95
2024-03-31,4559d,Tablet,Electronics,1894.33,1035.28,10,3,South,859.05
2024-04-01,a3d4e,Printer,Clothing,251.05,126.19,10,5,North,124.86
2024-04-02,4da1d,Printer,Accessories,1376.37,936.62,20,9,North,439.75
2024-04-03,d6ca5,Headphones,Clothing,1927.92,1532.22,0,10,South,395.7
